section,name,url
Alphabetic Case Mapping,scm_string_downcase,Alphabetic-Case-Mapping.html#index-scm_005fstring_005fdowncase
Alphabetic Case Mapping,scm_string_downcase_x,Alphabetic-Case-Mapping.html#index-scm_005fstring_005fdowncase_005fx
String Selection,scm_string_drop,String-Selection.html#index-scm_005fstring_005fdrop
String Selection,scm_string_drop_right,String-Selection.html#index-scm_005fstring_005fdrop_005fright
String Comparison,scm_string_eq,String-Comparison.html#index-scm_005fstring_005feq
String Predicates,scm_string_every,String-Predicates.html#index-scm_005fstring_005fevery
String Modification,scm_string_fill_x,String-Modification.html#index-scm_005fstring_005ffill_005fx
Miscellaneous String Operations,scm_string_filter,Miscellaneous-String-Operations.html#index-scm_005fstring_005ffilter
Mapping Folding and Unfolding,scm_string_fold,Mapping-Folding-and-Unfolding.html#index-scm_005fstring_005ffold
Mapping Folding and Unfolding,scm_string_fold_right,Mapping-Folding-and-Unfolding.html#index-scm_005fstring_005ffold_005fright
Mapping Folding and Unfolding,scm_string_for_each,Mapping-Folding-and-Unfolding.html#index-scm_005fstring_005ffor_005feach
Mapping Folding and Unfolding,scm_string_for_each_index,Mapping-Folding-and-Unfolding.html#index-scm_005fstring_005ffor_005feach_005findex
String Comparison,scm_string_ge,String-Comparison.html#index-scm_005fstring_005fge
String Comparison,scm_string_gt,String-Comparison.html#index-scm_005fstring_005fgt
String Searching,scm_string_index,String-Searching.html#index-scm_005fstring_005findex
String Searching,scm_string_index_right,String-Searching.html#index-scm_005fstring_005findex_005fright
String Constructors,scm_string_join,String-Constructors.html#index-scm_005fstring_005fjoin
String Comparison,scm_string_le,String-Comparison.html#index-scm_005fstring_005fle
String Selection,scm_string_length,String-Selection.html#index-scm_005fstring_005flength
Text Collation,scm_string_locale_ci_eq,Text-Collation.html#index-scm_005fstring_005flocale_005fci_005feq
Text Collation,scm_string_locale_ci_gt,Text-Collation.html#index-scm_005fstring_005flocale_005fci_005fgt
Text Collation,scm_string_locale_ci_lt,Text-Collation.html#index-scm_005fstring_005flocale_005fci_005flt
Character Case Mapping,scm_string_locale_downcase,Character-Case-Mapping.html#index-scm_005fstring_005flocale_005fdowncase
Text Collation,scm_string_locale_gt,Text-Collation.html#index-scm_005fstring_005flocale_005fgt
Text Collation,scm_string_locale_lt,Text-Collation.html#index-scm_005fstring_005flocale_005flt
Character Case Mapping,scm_string_locale_titlecase,Character-Case-Mapping.html#index-scm_005fstring_005flocale_005ftitlecase
Character Case Mapping,scm_string_locale_upcase,Character-Case-Mapping.html#index-scm_005fstring_005flocale_005fupcase
String Comparison,scm_string_lt,String-Comparison.html#index-scm_005fstring_005flt
Mapping Folding and Unfolding,scm_string_map,Mapping-Folding-and-Unfolding.html#index-scm_005fstring_005fmap
Mapping Folding and Unfolding,scm_string_map_x,Mapping-Folding-and-Unfolding.html#index-scm_005fstring_005fmap_005fx
String Comparison,scm_string_neq,String-Comparison.html#index-scm_005fstring_005fneq
String Comparison,scm_string_normalize_nfc,String-Comparison.html#index-scm_005fstring_005fnormalize_005fnfc
String Comparison,scm_string_normalize_nfd,String-Comparison.html#index-scm_005fstring_005fnormalize_005fnfd
String Comparison,scm_string_normalize_nfkc,String-Comparison.html#index-scm_005fstring_005fnormalize_005fnfkc
String Comparison,scm_string_normalize_nfkd,String-Comparison.html#index-scm_005fstring_005fnormalize_005fnfkd
String Predicates,scm_string_null_p,String-Predicates.html#index-scm_005fstring_005fnull_005fp
String Predicates,scm_string_p,String-Predicates.html#index-scm_005fstring_005fp
String Selection,scm_string_pad,String-Selection.html#index-scm_005fstring_005fpad
String Selection,scm_string_pad_right,String-Selection.html#index-scm_005fstring_005fpad_005fright
String Searching,scm_string_prefix_ci_p,String-Searching.html#index-scm_005fstring_005fprefix_005fci_005fp
String Searching,scm_string_prefix_length,String-Searching.html#index-scm_005fstring_005fprefix_005flength
String Searching,scm_string_prefix_length_ci,String-Searching.html#index-scm_005fstring_005fprefix_005flength_005fci
String Searching,scm_string_prefix_p,String-Searching.html#index-scm_005fstring_005fprefix_005fp
String Selection,scm_string_ref,String-Selection.html#index-scm_005fstring_005fref
Miscellaneous String Operations,scm_string_replace,Miscellaneous-String-Operations.html#index-scm_005fstring_005freplace
Reversing and Appending Strings,scm_string_reverse,Reversing-and-Appending-Strings.html#index-scm_005fstring_005freverse
Reversing and Appending Strings,scm_string_reverse_x,Reversing-and-Appending-Strings.html#index-scm_005fstring_005freverse_005fx
String Searching,scm_string_rindex,String-Searching.html#index-scm_005fstring_005frindex
String Modification,scm_string_set_x,String-Modification.html#index-scm_005fstring_005fset_005fx
String Searching,scm_string_skip,String-Searching.html#index-scm_005fstring_005fskip
String Searching,scm_string_skip_right,String-Searching.html#index-scm_005fstring_005fskip_005fright
List/String Conversion,scm_string_split,List_002fString-Conversion.html#index-scm_005fstring_005fsplit
String Searching,scm_string_suffix_ci_p,String-Searching.html#index-scm_005fstring_005fsuffix_005fci_005fp
String Searching,scm_string_suffix_length,String-Searching.html#index-scm_005fstring_005fsuffix_005flength
String Searching,scm_string_suffix_length_ci,String-Searching.html#index-scm_005fstring_005fsuffix_005flength_005fci
String Searching,scm_string_suffix_p,String-Searching.html#index-scm_005fstring_005fsuffix_005fp
String Constructors,scm_string_tabulate,String-Constructors.html#index-scm_005fstring_005ftabulate
String Selection,scm_string_take,String-Selection.html#index-scm_005fstring_005ftake
String Selection,scm_string_take_right,String-Selection.html#index-scm_005fstring_005ftake_005fright
Alphabetic Case Mapping,scm_string_titlecase,Alphabetic-Case-Mapping.html#index-scm_005fstring_005ftitlecase
Alphabetic Case Mapping,scm_string_titlecase_x,Alphabetic-Case-Mapping.html#index-scm_005fstring_005ftitlecase_005fx
Miscellaneous String Operations,scm_string_tokenize,Miscellaneous-String-Operations.html#index-scm_005fstring_005ftokenize
Creating Character Sets,scm_string_to_char_set,Creating-Character-Sets.html#index-scm_005fstring_005fto_005fchar_005fset
Creating Character Sets,scm_string_to_char_set_x,Creating-Character-Sets.html#index-scm_005fstring_005fto_005fchar_005fset_005fx
List/String Conversion,scm_string_to_list,List_002fString-Conversion.html#index-scm_005fstring_005fto_005flist
Conversion,scm_string_to_number,Conversion.html#index-scm_005fstring_005fto_005fnumber
Symbol Primitives,scm_string_to_symbol,Symbol-Primitives.html#index-scm_005fstring_005fto_005fsymbol
Bytevectors as Strings,scm_string_to_utf16,Bytevectors-as-Strings.html#index-scm_005fstring_005fto_005futf16
Bytevectors as Strings,scm_string_to_utf32,Bytevectors-as-Strings.html#index-scm_005fstring_005fto_005futf32
Bytevectors as Strings,scm_string_to_utf8,Bytevectors-as-Strings.html#index-scm_005fstring_005fto_005futf8
String Selection,scm_string_trim,String-Selection.html#index-scm_005fstring_005ftrim
String Selection,scm_string_trim_both,String-Selection.html#index-scm_005fstring_005ftrim_005fboth
String Selection,scm_string_trim_right,String-Selection.html#index-scm_005fstring_005ftrim_005fright
Mapping Folding and Unfolding,scm_string_unfold,Mapping-Folding-and-Unfolding.html#index-scm_005fstring_005funfold
Mapping Folding and Unfolding,scm_string_unfold_right,Mapping-Folding-and-Unfolding.html#index-scm_005fstring_005funfold_005fright
Alphabetic Case Mapping,scm_string_upcase,Alphabetic-Case-Mapping.html#index-scm_005fstring_005fupcase
Alphabetic Case Mapping,scm_string_upcase_x,Alphabetic-Case-Mapping.html#index-scm_005fstring_005fupcase_005fx
Miscellaneous String Operations,scm_string_xcopy_x,Miscellaneous-String-Operations.html#index-scm_005fstring_005fxcopy_005fx
Time,scm_strptime,Time.html#index-scm_005fstrptime
Structure Basics,scm_struct_p,Structure-Basics.html#index-scm_005fstruct_005fp
Structure Basics,scm_struct_ref,Structure-Basics.html#index-scm_005fstruct_005fref
Structure Basics,scm_struct_set_x,Structure-Basics.html#index-scm_005fstruct_005fset_005fx
Structure Basics,scm_struct_vtable,Structure-Basics.html#index-scm_005fstruct_005fvtable
Vtable Contents,scm_struct_vtable_name,Vtable-Contents.html#index-scm_005fstruct_005fvtable_005fname
Meta-Vtables,scm_struct_vtable_p,Meta_002dVtables.html#index-scm_005fstruct_005fvtable_005fp
String Selection,scm_substring,String-Selection.html#index-scm_005fsubstring
String Selection,scm_substring_copy,String-Selection.html#index-scm_005fsubstring_005fcopy
String Selection,scm_substring_copy,String-Selection.html#index-scm_005fsubstring_005fcopy-1
Alphabetic Case Mapping,scm_substring_downcase,Alphabetic-Case-Mapping.html#index-scm_005fsubstring_005fdowncase
Alphabetic Case Mapping,scm_substring_downcase_x,Alphabetic-Case-Mapping.html#index-scm_005fsubstring_005fdowncase_005fx
String Modification,scm_substring_fill_x,String-Modification.html#index-scm_005fsubstring_005ffill_005fx
String Modification,scm_substring_fill_x,String-Modification.html#index-scm_005fsubstring_005ffill_005fx-1
String Comparison,scm_substring_hash,String-Comparison.html#index-scm_005fsubstring_005fhash
String Comparison,scm_substring_hash_ci,String-Comparison.html#index-scm_005fsubstring_005fhash_005fci
String Modification,scm_substring_move_x,String-Modification.html#index-scm_005fsubstring_005fmove_005fx
String Selection,scm_substring_read_only,String-Selection.html#index-scm_005fsubstring_005fread_005fonly
String Selection,scm_substring_shared,String-Selection.html#index-scm_005fsubstring_005fshared
List/String Conversion,scm_substring_to_list,List_002fString-Conversion.html#index-scm_005fsubstring_005fto_005flist
Alphabetic Case Mapping,scm_substring_upcase,Alphabetic-Case-Mapping.html#index-scm_005fsubstring_005fupcase
Alphabetic Case Mapping,scm_substring_upcase_x,Alphabetic-Case-Mapping.html#index-scm_005fsubstring_005fupcase_005fx
Arithmetic,scm_sum,Arithmetic.html#index-scm_005fsum
Source Properties,scm_supports_source_properties_p,Source-Properties.html#index-scm_005fsupports_005fsource_005fproperties_005fp
Snarfing Macros,SCM_SYMBOL,Snarfing-Macros.html#index-SCM_005fSYMBOL
Symbol Props,scm_symbol_fref,Symbol-Props.html#index-scm_005fsymbol_005ffref
Symbol Props,scm_symbol_fset_x,Symbol-Props.html#index-scm_005fsymbol_005ffset_005fx
Symbol Keys,scm_symbol_hash,Symbol-Keys.html#index-scm_005fsymbol_005fhash
Symbol Uninterned,scm_symbol_interned_p,Symbol-Uninterned.html#index-scm_005fsymbol_005finterned_005fp
Symbol Primitives,scm_symbol_p,Symbol-Primitives.html#index-scm_005fsymbol_005fp
Symbol Props,scm_symbol_pref,Symbol-Props.html#index-scm_005fsymbol_005fpref
Symbol Props,scm_symbol_pset_x,Symbol-Props.html#index-scm_005fsymbol_005fpset_005fx
Keyword Procedures,scm_symbol_to_keyword,Keyword-Procedures.html#index-scm_005fsymbol_005fto_005fkeyword
Symbol Primitives,scm_symbol_to_string,Symbol-Primitives.html#index-scm_005fsymbol_005fto_005fstring
File System,scm_symlink,File-System.html#index-scm_005fsymlink
File System,scm_sync,File-System.html#index-scm_005fsync
Handling Errors,scm_syserror,Handling-Errors.html#index-scm_005fsyserror
Handling Errors,scm_syserror_msg,Handling-Errors.html#index-scm_005fsyserror_005fmsg
Processes,scm_system,Processes.html#index-scm_005fsystem
System asyncs,scm_system_async_mark,System-asyncs.html#index-scm_005fsystem_005fasync_005fmark
System asyncs,scm_system_async_mark_for_thread,System-asyncs.html#index-scm_005fsystem_005fasync_005fmark_005ffor_005fthread
Processes,scm_system_star,Processes.html#index-scm_005fsystem_005fstar
Build Config,scm_sys_library_dir,Build-Config.html#index-scm_005fsys_005flibrary_005fdir
Void Ports,scm_sys_make_void_port,Void-Ports.html#index-scm_005fsys_005fmake_005fvoid_005fport
Build Config,scm_sys_package_data_dir,Build-Config.html#index-scm_005fsys_005fpackage_005fdata_005fdir
Load Paths,scm_sys_search_load_path,Load-Paths.html#index-scm_005fsys_005fsearch_005fload_005fpath
Build Config,scm_sys_site_ccache_dir,Build-Config.html#index-scm_005fsys_005fsite_005fccache_005fdir
Build Config,scm_sys_site_dir,Build-Config.html#index-scm_005fsys_005fsite_005fdir
String Internals,scm_sys_string_dump,String-Internals.html#index-scm_005fsys_005fstring_005fdump
SRFI-4 API,scm_take_c32vector,SRFI_002d4-API.html#index-scm_005ftake_005fc32vector
SRFI-4 API,scm_take_c64vector,SRFI_002d4-API.html#index-scm_005ftake_005fc64vector
SRFI-4 API,scm_take_f32vector,SRFI_002d4-API.html#index-scm_005ftake_005ff32vector
SRFI-4 API,scm_take_f64vector,SRFI_002d4-API.html#index-scm_005ftake_005ff64vector
Conversion to/from C,scm_take_locale_string,Conversion-to_002ffrom-C.html#index-scm_005ftake_005flocale_005fstring
Conversion to/from C,scm_take_locale_stringn,Conversion-to_002ffrom-C.html#index-scm_005ftake_005flocale_005fstringn
Symbol Primitives,scm_take_locale_symbol,Symbol-Primitives.html#index-scm_005ftake_005flocale_005fsymbol
Symbol Primitives,scm_take_locale_symboln,Symbol-Primitives.html#index-scm_005ftake_005flocale_005fsymboln
SRFI-4 API,scm_take_s16vector,SRFI_002d4-API.html#index-scm_005ftake_005fs16vector
SRFI-4 API,scm_take_s32vector,SRFI_002d4-API.html#index-scm_005ftake_005fs32vector
SRFI-4 API,scm_take_s64vector,SRFI_002d4-API.html#index-scm_005ftake_005fs64vector
SRFI-4 API,scm_take_s8vector,SRFI_002d4-API.html#index-scm_005ftake_005fs8vector
SRFI-4 API,scm_take_u16vector,SRFI_002d4-API.html#index-scm_005ftake_005fu16vector
SRFI-4 API,scm_take_u32vector,SRFI_002d4-API.html#index-scm_005ftake_005fu32vector
SRFI-4 API,scm_take_u64vector,SRFI_002d4-API.html#index-scm_005ftake_005fu64vector
SRFI-4 API,scm_take_u8vector,SRFI_002d4-API.html#index-scm_005ftake_005fu8vector
Terminals and Ptys,scm_tcgetpgrp,Terminals-and-Ptys.html#index-scm_005ftcgetpgrp
Terminals and Ptys,scm_tcsetpgrp,Terminals-and-Ptys.html#index-scm_005ftcsetpgrp
Gettext Support,scm_textdomain,Gettext-Support.html#index-scm_005ftextdomain
Threads,scm_thread_cleanup,Threads.html#index-scm_005fthread_005fcleanup
Threads,scm_thread_exited_p,Threads.html#index-scm_005fthread_005fexited_005fp
Threads,scm_thread_p,Threads.html#index-scm_005fthread_005fp
Throw,scm_throw,Throw.html#index-scm_005fthrow
Procedure Properties,scm_thunk_p,Procedure-Properties.html#index-scm_005fthunk_005fp
Time,scm_times,Time.html#index-scm_005ftimes
File System,scm_tmpfile,File-System.html#index-scm_005ftmpfile
File System,scm_tmpnam,File-System.html#index-scm_005ftmpnam
Processes,scm_total_processor_count,Processes.html#index-scm_005ftotal_005fprocessor_005fcount
Booleans,scm_to_bool,Booleans.html#index-scm_005fto_005fbool
Integers,scm_to_char,Integers.html#index-scm_005fto_005fchar
Creating Character Sets,scm_to_char_set,Creating-Character-Sets.html#index-scm_005fto_005fchar_005fset
Reals and Rationals,scm_to_double,Reals-and-Rationals.html#index-scm_005fto_005fdouble
Integers,scm_to_int,Integers.html#index-scm_005fto_005fint
Integers,scm_to_int16,Integers.html#index-scm_005fto_005fint16
Integers,scm_to_int32,Integers.html#index-scm_005fto_005fint32
Integers,scm_to_int64,Integers.html#index-scm_005fto_005fint64
Integers,scm_to_int8,Integers.html#index-scm_005fto_005fint8
Integers,scm_to_intmax,Integers.html#index-scm_005fto_005fintmax
Conversion to/from C,scm_to_locale_string,Conversion-to_002ffrom-C.html#index-scm_005fto_005flocale_005fstring
Conversion to/from C,scm_to_locale_stringbuf,Conversion-to_002ffrom-C.html#index-scm_005fto_005flocale_005fstringbuf
Conversion to/from C,scm_to_locale_stringn,Conversion-to_002ffrom-C.html#index-scm_005fto_005flocale_005fstringn
Integers,scm_to_long,Integers.html#index-scm_005fto_005flong
Integers,scm_to_long_long,Integers.html#index-scm_005fto_005flong_005flong
Integers,scm_to_mpz,Integers.html#index-scm_005fto_005fmpz
Foreign Variables,scm_to_pointer,Foreign-Variables.html#index-scm_005fto_005fpointer
Integers,scm_to_ptrdiff_t,Integers.html#index-scm_005fto_005fptrdiff_005ft
Integers,scm_to_schar,Integers.html#index-scm_005fto_005fschar
Integers,scm_to_short,Integers.html#index-scm_005fto_005fshort
Integers,scm_to_signed_integer,Integers.html#index-scm_005fto_005fsigned_005finteger
Integers,scm_to_size_t,Integers.html#index-scm_005fto_005fsize_005ft
Network Socket Address,scm_to_sockaddr,Network-Socket-Address.html#index-scm_005fto_005fsockaddr
Integers,scm_to_ssize_t,Integers.html#index-scm_005fto_005fssize_005ft
Integers,scm_to_uchar,Integers.html#index-scm_005fto_005fuchar
Integers,scm_to_uint,Integers.html#index-scm_005fto_005fuint
Integers,scm_to_uint16,Integers.html#index-scm_005fto_005fuint16
Integers,scm_to_uint32,Integers.html#index-scm_005fto_005fuint32
Integers,scm_to_uint64,Integers.html#index-scm_005fto_005fuint64
Integers,scm_to_uint8,Integers.html#index-scm_005fto_005fuint8
Integers,scm_to_uintmax,Integers.html#index-scm_005fto_005fuintmax
Integers,scm_to_ulong,Integers.html#index-scm_005fto_005fulong
Integers,scm_to_ulong_long,Integers.html#index-scm_005fto_005fulong_005flong
Integers,scm_to_unsigned_integer,Integers.html#index-scm_005fto_005funsigned_005finteger
Integers,scm_to_ushort,Integers.html#index-scm_005fto_005fushort
Shared Arrays,scm_transpose_array,Shared-Arrays.html#index-scm_005ftranspose_005farray
Arithmetic,scm_truncate_divide,Arithmetic.html#index-scm_005ftruncate_005fdivide
Random Access,scm_truncate_file,Random-Access.html#index-scm_005ftruncate_005ffile
Arithmetic,scm_truncate_number,Arithmetic.html#index-scm_005ftruncate_005fnumber
Arithmetic,scm_truncate_quotient,Arithmetic.html#index-scm_005ftruncate_005fquotient
Arithmetic,scm_truncate_remainder,Arithmetic.html#index-scm_005ftruncate_005fremainder
Arbiters,scm_try_arbiter,Arbiters.html#index-scm_005ftry_005farbiter
Mutexes and Condition Variables,scm_try_mutex,Mutexes-and-Condition-Variables.html#index-scm_005ftry_005fmutex
Terminals and Ptys,scm_ttyname,Terminals-and-Ptys.html#index-scm_005fttyname
Array Procedures,scm_typed_array_p,Array-Procedures.html#index-scm_005ftyped_005farray_005fp
Time,scm_tzset,Time.html#index-scm_005ftzset
SRFI-4 API,scm_u16vector,SRFI_002d4-API.html#index-scm_005fu16vector
SRFI-4 API,scm_u16vector_elements,SRFI_002d4-API.html#index-scm_005fu16vector_005felements
SRFI-4 API,scm_u16vector_length,SRFI_002d4-API.html#index-scm_005fu16vector_005flength
SRFI-4 API,scm_u16vector_p,SRFI_002d4-API.html#index-scm_005fu16vector_005fp
SRFI-4 API,scm_u16vector_ref,SRFI_002d4-API.html#index-scm_005fu16vector_005fref
SRFI-4 API,scm_u16vector_set_x,SRFI_002d4-API.html#index-scm_005fu16vector_005fset_005fx
SRFI-4 API,scm_u16vector_to_list,SRFI_002d4-API.html#index-scm_005fu16vector_005fto_005flist
SRFI-4 API,scm_u16vector_writable_elements,SRFI_002d4-API.html#index-scm_005fu16vector_005fwritable_005felements
SRFI-4 API,scm_u32vector,SRFI_002d4-API.html#index-scm_005fu32vector
SRFI-4 API,scm_u32vector_elements,SRFI_002d4-API.html#index-scm_005fu32vector_005felements
SRFI-4 API,scm_u32vector_length,SRFI_002d4-API.html#index-scm_005fu32vector_005flength
SRFI-4 API,scm_u32vector_p,SRFI_002d4-API.html#index-scm_005fu32vector_005fp
SRFI-4 API,scm_u32vector_ref,SRFI_002d4-API.html#index-scm_005fu32vector_005fref
SRFI-4 API,scm_u32vector_set_x,SRFI_002d4-API.html#index-scm_005fu32vector_005fset_005fx
SRFI-4 API,scm_u32vector_to_list,SRFI_002d4-API.html#index-scm_005fu32vector_005fto_005flist
SRFI-4 API,scm_u32vector_writable_elements,SRFI_002d4-API.html#index-scm_005fu32vector_005fwritable_005felements
SRFI-4 API,scm_u64vector,SRFI_002d4-API.html#index-scm_005fu64vector
SRFI-4 API,scm_u64vector_elements,SRFI_002d4-API.html#index-scm_005fu64vector_005felements
SRFI-4 API,scm_u64vector_length,SRFI_002d4-API.html#index-scm_005fu64vector_005flength
SRFI-4 API,scm_u64vector_p,SRFI_002d4-API.html#index-scm_005fu64vector_005fp
SRFI-4 API,scm_u64vector_ref,SRFI_002d4-API.html#index-scm_005fu64vector_005fref
SRFI-4 API,scm_u64vector_set_x,SRFI_002d4-API.html#index-scm_005fu64vector_005fset_005fx
SRFI-4 API,scm_u64vector_to_list,SRFI_002d4-API.html#index-scm_005fu64vector_005fto_005flist
SRFI-4 API,scm_u64vector_writable_elements,SRFI_002d4-API.html#index-scm_005fu64vector_005fwritable_005felements
SRFI-4 API,scm_u8vector,SRFI_002d4-API.html#index-scm_005fu8vector
SRFI-4 API,scm_u8vector_elements,SRFI_002d4-API.html#index-scm_005fu8vector_005felements
SRFI-4 API,scm_u8vector_length,SRFI_002d4-API.html#index-scm_005fu8vector_005flength
SRFI-4 API,scm_u8vector_p,SRFI_002d4-API.html#index-scm_005fu8vector_005fp
SRFI-4 API,scm_u8vector_ref,SRFI_002d4-API.html#index-scm_005fu8vector_005fref
SRFI-4 API,scm_u8vector_set_x,SRFI_002d4-API.html#index-scm_005fu8vector_005fset_005fx
SRFI-4 API,scm_u8vector_to_list,SRFI_002d4-API.html#index-scm_005fu8vector_005fto_005flist
SRFI-4 API,scm_u8vector_writable_elements,SRFI_002d4-API.html#index-scm_005fu8vector_005fwritable_005felements
Bytevectors and Integer Lists,scm_u8_list_to_bytevector,Bytevectors-and-Integer-Lists.html#index-scm_005fu8_005flist_005fto_005fbytevector
Creating Character Sets,scm_ucs_range_to_char_set,Creating-Character-Sets.html#index-scm_005fucs_005frange_005fto_005fchar_005fset
Creating Character Sets,scm_ucs_range_to_char_set_x,Creating-Character-Sets.html#index-scm_005fucs_005frange_005fto_005fchar_005fset_005fx
Bytevectors and Integer Lists,scm_uint_list_to_bytevector,Bytevectors-and-Integer-Lists.html#index-scm_005fuint_005flist_005fto_005fbytevector
Processes,scm_umask,Processes.html#index-scm_005fumask
System Identification,scm_uname,System-Identification.html#index-scm_005funame
Immediate objects,SCM_UNBNDP,Immediate-objects.html#index-SCM_005fUNBNDP
Immediate objects,SCM_UNDEFINED,Immediate-objects.html#index-SCM_005fUNDEFINED
R6RS Binary Input,scm_unget_bytevector,R6RS-Binary-Input.html#index-scm_005funget_005fbytevector
Array Procedures,scm_uniform_array_read_x,Array-Procedures.html#index-scm_005funiform_005farray_005fread_005fx
Array Procedures,scm_uniform_array_write,Array-Procedures.html#index-scm_005funiform_005farray_005fwrite
Mutexes and Condition Variables,scm_unlock_mutex,Mutexes-and-Condition-Variables.html#index-scm_005funlock_005fmutex
Mutexes and Condition Variables,scm_unlock_mutex_timed,Mutexes-and-Condition-Variables.html#index-scm_005funlock_005fmutex_005ftimed
The SCM Type,SCM_UNPACK,The-SCM-Type.html#index-SCM_005fUNPACK
Reading,scm_unread_char,Reading.html#index-scm_005funread_005fchar
Ports and File Descriptors,scm_unread_char,Ports-and-File-Descriptors.html#index-scm_005funread_005fchar-1
Reading,scm_unread_string,Reading.html#index-scm_005funread_005fstring
Immediate objects,SCM_UNSPECIFIED,Immediate-objects.html#index-SCM_005fUNSPECIFIED
Signals,scm_usleep,Signals.html#index-scm_005fusleep
Bytevectors as Strings,scm_utf16_to_string,Bytevectors-as-Strings.html#index-scm_005futf16_005fto_005fstring
Bytevectors as Strings,scm_utf32_to_string,Bytevectors-as-Strings.html#index-scm_005futf32_005fto_005fstring
Bytevectors as Strings,scm_utf8_to_string,Bytevectors-as-Strings.html#index-scm_005futf8_005fto_005fstring
File System,scm_utime,File-System.html#index-scm_005futime
Multiple Values,scm_values,Multiple-Values.html#index-scm_005fvalues
Snarfing Macros,SCM_VARIABLE,Snarfing-Macros.html#index-SCM_005fVARIABLE
Variables,scm_variable_bound_p,Variables.html#index-scm_005fvariable_005fbound_005fp
Snarfing Macros,SCM_VARIABLE_INIT,Snarfing-Macros.html#index-SCM_005fVARIABLE_005fINIT
Variables,scm_variable_p,Variables.html#index-scm_005fvariable_005fp
Variables,scm_variable_ref,Variables.html#index-scm_005fvariable_005fref
Variables,scm_variable_set_x,Variables.html#index-scm_005fvariable_005fset_005fx
Variables,scm_variable_unset_x,Variables.html#index-scm_005fvariable_005funset_005fx
Vector Creation,scm_vector,Vector-Creation.html#index-scm_005fvector
Vector Accessors,scm_vector_copy,Vector-Accessors.html#index-scm_005fvector_005fcopy
Vector Accessing from C,scm_vector_elements,Vector-Accessing-from-C.html#index-scm_005fvector_005felements
Vector Accessors,scm_vector_fill_x,Vector-Accessors.html#index-scm_005fvector_005ffill_005fx
Vector Accessors,scm_vector_length,Vector-Accessors.html#index-scm_005fvector_005flength
Vector Accessors,scm_vector_move_left_x,Vector-Accessors.html#index-scm_005fvector_005fmove_005fleft_005fx
Vector Accessors,scm_vector_move_right_x,Vector-Accessors.html#index-scm_005fvector_005fmove_005fright_005fx
Vector Creation,scm_vector_p,Vector-Creation.html#index-scm_005fvector_005fp
Vector Accessors,scm_vector_ref,Vector-Accessors.html#index-scm_005fvector_005fref
Vector Accessors,scm_vector_set_x,Vector-Accessors.html#index-scm_005fvector_005fset_005fx
Vector Creation,scm_vector_to_list,Vector-Creation.html#index-scm_005fvector_005fto_005flist
Vector Accessing from C,scm_vector_writable_elements,Vector-Accessing-from-C.html#index-scm_005fvector_005fwritable_005felements
Build Config,scm_version,Build-Config.html#index-scm_005fversion
Processes,scm_waitpid,Processes.html#index-scm_005fwaitpid
Mutexes and Condition Variables,scm_wait_condition_variable,Mutexes-and-Condition-Variables.html#index-scm_005fwait_005fcondition_005fvariable
Weak hash tables,scm_weak_key_hash_table_p,Weak-hash-tables.html#index-scm_005fweak_005fkey_005fhash_005ftable_005fp
Weak hash tables,scm_weak_value_hash_table_p,Weak-hash-tables.html#index-scm_005fweak_005fvalue_005fhash_005ftable_005fp
Weak vectors,scm_weak_vector,Weak-vectors.html#index-scm_005fweak_005fvector
Weak vectors,scm_weak_vector_p,Weak-vectors.html#index-scm_005fweak_005fvector_005fp
Weak vectors,scm_weak_vector_ref,Weak-vectors.html#index-scm_005fweak_005fvector_005fref
Weak vectors,scm_weak_vector_set_x,Weak-vectors.html#index-scm_005fweak_005fvector_005fset_005fx
Blocking,scm_without_guile,Blocking.html#index-scm_005fwithout_005fguile
Continuation Barriers,scm_with_continuation_barrier,Continuation-Barriers.html#index-scm_005fwith_005fcontinuation_005fbarrier
Fluids and Dynamic States,scm_with_dynamic_state,Fluids-and-Dynamic-States.html#index-scm_005fwith_005fdynamic_005fstate
Fluids and Dynamic States,scm_with_fluid,Fluids-and-Dynamic-States.html#index-scm_005fwith_005ffluid
Fluids and Dynamic States,scm_with_fluids,Fluids-and-Dynamic-States.html#index-scm_005fwith_005ffluids
Initialization,scm_with_guile,Initialization.html#index-scm_005fwith_005fguile
Throw Handlers,scm_with_throw_handler,Throw-Handlers.html#index-scm_005fwith_005fthrow_005fhandler
Writing,scm_write_char,Writing.html#index-scm_005fwrite_005fchar
Line/Delimited,scm_write_line,Line_002fDelimited.html#index-scm_005fwrite_005fline
Bytecode and Objcode,scm_write_objcode,Bytecode-and-Objcode.html#index-scm_005fwrite_005fobjcode
Block Reading and Writing,scm_write_string_partial,Block-Reading-and-Writing.html#index-scm_005fwrite_005fstring_005fpartial
Handling Errors,scm_wrong_num_args,Handling-Errors.html#index-scm_005fwrong_005fnum_005fargs
Handling Errors,scm_wrong_type_arg,Handling-Errors.html#index-scm_005fwrong_005ftype_005farg
Handling Errors,scm_wrong_type_arg_msg,Handling-Errors.html#index-scm_005fwrong_005ftype_005farg_005fmsg
Miscellaneous String Operations,scm_xsubstring,Miscellaneous-String-Operations.html#index-scm_005fxsubstring
Comparison,scm_zero_p,Comparison.html#index-scm_005fzero_005fp
texinfo reflection,script-stexi-documentation,texinfo-reflection.html#index-script_002dstexi_002ddocumentation
texinfo docbook,sdocbook-flatten,texinfo-docbook.html#index-sdocbook_002dflatten
